TAZ,Pop,Income,Area_SqMi,x-meters,y-meters,EmpDens,PopDens,TotEmp,Military,CVM_IN,CVM_RE,CVM_SV,CVM_TH,CVM_WH,CVM_GO,CVM_LU_Type,SqrtArea,CVM_LU_Low,CVM_LU_Res,CVM_LU_Ret,CVM_LU_Ind,CVM_LU_Emp,Emp_LU_Lo,Emp_LU_Re,Emp_LU_RC,Emp_LU_In,Emp_LU_EN
2548,77,55580.55556,0.02,303284.2,-570141.2,1688.591291,3511.2502,37.02998133,0,0,0,20.69322486,0,0,16.33675647,2,0.148086161,0,1,0,0,0,0,37.02998133,0,0,0
2549,0,64678,0.06,269545.8,-571719.6,37278.54706,0,2131.034524,0,0,8.712936785,473.5967268,0,0,1648.72486,5,0.23909239,0,0,0,0,1,0,0,0,0,2131.034524
2550,1762,59624.2921,0.25,262541.5,-572531.8,207.9623329,7127.250306,51.41248236,0,0,8.712936785,33.98660879,0,0,8.712936784,2,0.497212395,0,1,0,0,0,0,51.41248236,0,0,0
2551,476,52353.17259,0.09,303205.3,-570439.6,465.6738393,5170.356978,42.87145906,0,20.69322487,2.178234196,0,0,0,20,2,0.303419307,0,1,0,0,0,0,42.87145906,0,0,0
2552,486,42059.9537,0.18,303982.2,-570387,612.6669551,2772.08136,107.4124824,0,5.445585491,0,12.20426683,1.089117098,0,88.67351294,2,0.41871175,0,1,0,0,0,0,107.4124824,0,0,0
2553,458,49938.01775,0.18,301756,-570530.1,37.14135509,2603.139225,6.534702589,0,5.445585491,0,1.089117098,0,0,0,2,0.419453711,0,1,0,0,0,0,6.534702589,0,0,0
2554,25,64678,0.08,269115.5,-571794.6,20644.83036,332.5718752,1551.907415,0,4.356468392,25.04969326,958.6470251,17.42587357,14.15852228,532.269832,5,0.274174617,0,0,0,0,1,0,0,0,0,1551.907415
2555,918,56904.7619,0.13,281403.3,-571216.7,436.1123356,7293.54315,54.89117098,0,1.089117099,0,53.80205388,0,0,0,2,0.354774227,0,1,0,0,0,0,54.89117098,0,0,0
2556,993,59147.22973,0.17,281011.3,-571503.2,25.84503613,5891.038008,4.356468392,0,2.178234196,0,2.178234196,0,0,0,2,0.410561964,0,1,0,0,0,0,4.356468392,0,0,0
2557,726,61250,0.13,282123.7,-571502.4,141.106769,5533.003829,18.51499067,0,13.06940518,0,4.356468392,0,0,1.089117098,2,0.362232843,0,1,0,0,0,0,18.51499067,0,0,0
2558,946,76991.33212,0.07,255083.1,-572328.4,1159.736323,13799.16982,79.50554816,0,0,11.98028808,34.85174714,0,2.178234196,30.49527875,2,0.261829809,0,1,0,0,0,0,79.50554816,0,0,0
2559,0,64678,0.09,267533.6,-571703.2,15820.27336,0,1462.003784,0,271.1901574,359.4086424,291.2029037,0,76.23819687,463.9638838,3,0.303995571,0,0,1,0,0,0,0,1462.003784,0,0
2560,9,52500,0.04,282242.1,-571155.9,15031.65605,208.159818,649.9088332,0,457.4291812,11.98028808,54.16178057,0,118.7137637,7.623819686,5,0.207932706,0,0,0,0,1,0,0,0,0,649.9088332
2561,9,27500,0.16,305625.9,-570152.5,0,55.8603507,0,0,0,0,0,0,0,0,1,0.401392659,1,0,0,0,0,0,0,0,0,0
2562,0,64678,0.06,267043.6,-571742.1,13800.39938,0,822.5381645,0,102.3770072,135.0505202,163.6223201,86.04025075,42.47556683,292.9724994,4,0.244136212,0,0,0,1,0,0,0,0,822.5381645,0
2563,0,64678,0.08,266574.9,-571757.8,6881.557112,0,577.2320621,0,46.83203523,199.308429,91.48583624,66.43614298,128.5158176,44.65380102,4,0.28962221,0,0,0,1,0,0,0,0,577.2320621,0
2564,0,64678,0.07,266102.1,-571765.8,14045.06848,0,1011.842795,0,0,432.3794879,107.8756037,6.534702589,56.6340891,408.4189118,3,0.268407466,0,0,1,0,0,0,0,1011.842795,0,0
2565,731,81609.41558,0.43,304751.6,-570950.3,337.0505976,1688.235794,145.9416911,0,0,94.75318753,23.96057616,0,0,27.22792745,2,0.65802461,0,1,0,0,0,0,145.9416911,0,0,0
2566,834,51106.20861,0.57,280343.3,-571474.7,15.34125175,1468.460552,8.712936786,0,4.356468394,0,3.267351294,0,0,1.089117098,2,0.753619076,0,1,0,0,0,0,8.712936786,0,0,0
2567,231,24321.67969,0.02,255328.7,-572367.8,2985.906576,9932.927224,69.44019658,0,0,0,68.35107948,0,0,1.089117098,2,0.152499129,0,1,0,0,0,0,69.44019658,0,0,0
2568,156,51812.34177,0.07,283195.9,-571103,5103.035316,2106.440137,377.923633,0,236.3384103,0,31.58439585,0,23.96057616,86.04025075,4,0.272137091,0,0,0,1,0,0,0,0,377.923633,0
2569,554,62922.54673,0.4,278920.3,-571602.4,37.77320673,1372.432546,15.24763937,0,0,0,5.44558549,9.802053882,0,0,2,0.635344651,0,1,0,0,0,0,15.24763937,0,0,0
2570,1832,80964.73577,0.31,260843.4,-572511,101.8841398,5982.81282,31.19799162,0,1.089117099,2.178234196,17.03946934,0,0,10.89117098,2,0.553362885,0,1,0,0,0,0,31.19799162,0,0,0
2571,90,51906.25,0.14,303699.2,-570795.5,31.39470408,648.5811701,4.356468392,0,0,0,0,0,0,4.356468392,2,0.372510987,0,1,0,0,0,0,4.356468392,0,0,0
2572,815,76901.81661,1.22,305354.8,-571456.1,48.17656106,666.9154395,58.87387656,0,21.78234196,5.44558549,19.66566103,0,0,11.98028808,2,1.105460982,0,1,0,0,0,0,58.87387656,0,0,0
2573,494,92112.9717,0.14,273706.2,-571850.3,104.0180692,3629.257712,14.15852228,0,3.267351295,2.178234196,1.089117098,0,0,7.623819687,2,0.368939003,0,1,0,0,0,0,14.15852228,0,0,0
2574,781,59668.05556,0.26,258799.6,-573291.3,259.8496643,2995.496205,67.74923883,0,18.51499067,19.60410777,5.669564236,0,7.623819687,16.33675647,2,0.510612133,0,1,0,0,0,0,67.74923883,0,0,0
2575,456,74483.60927,0.08,264013.1,-572582.2,2232.695654,5879.260036,173.1696186,0,2.178234196,165.5457989,1.089117098,0,0,4.356468392,2,0.278497363,0,1,0,0,0,0,173.1696186,0,0,0
2576,1763,67030.75636,0.45,258101.3,-573158.9,187.0866277,3878.41359,85.04346354,0,1.089117098,0,46.92436511,0,1.089117098,35.94086424,2,0.674216064,0,1,0,0,0,0,85.04346354,0,0,0
2577,3,7500,2.09,277803.6,-573429.6,0,1.437116257,0,0,0,0,0,0,0,0,1,1.444823099,1,0,0,0,0,0,0,0,0,0
2578,0,64678,0.22,271231.9,-572070.4,914.1767392,0,197.3564684,0,0,0,197.3564684,0,0,0,5,0.464633586,0,0,0,0,1,0,0,0,0,197.3564684
2579,1208,87959.86667,0.17,288616.4,-571498.9,529.067565,7247.898201,88.17916599,0,38.11909844,0,41.34713077,0,5.44558549,3.267351294,2,0.408251157,0,1,0,0,0,0,88.17916599,0,0,0
2580,57,36184.21053,0.07,283591.4,-571301.6,7535.343732,786.5190163,546.0956236,0,369.2106963,19.60410777,37.47793883,0,21.78234196,98.02053883,4,0.269204809,0,0,0,1,0,0,0,0,546.0956236,0
2581,21,42500,0.07,284546.3,-571336.7,6124.197261,309.1224356,416.0427315,0,259.2098694,18.51499067,71.88172848,0,41.38644973,25.04969326,4,0.260641991,0,0,0,1,0,0,0,0,416.0427315,0
2582,672,90586.16236,0.1,263581.8,-572291.5,187.4524024,6425.592834,19.60410777,0,13.06940518,0,0,0,0,6.534702588,2,0.323391079,0,1,0,0,0,0,19.60410777,0,0,0
2583,3,52500,0.08,282454.6,-571568.6,1374.590848,35.72023122,115.4464124,0,102.3770072,0,0,0,13.06940518,0,4,0.289803414,0,0,0,1,0,0,0,0,115.4464124,0
2584,1115,64541.77807,0.14,264785.4,-572436.5,383.5990701,7913.328225,54.04969326,0,7.623819687,1.089117098,36.62381969,0,0,8.712936784,2,0.375368516,0,1,0,0,0,0,54.04969326,0,0,0
2585,401,53687.5,0.18,256093.4,-572642.7,131.3449129,2216.034046,23.76737404,0,0,0,12.87620306,0,0,10.89117098,2,0.425386764,0,1,0,0,0,0,23.76737404,0,0,0
2586,2,52500,0.52,283792.6,-571940.6,368.4450658,3.845642982,191.6168857,0,52.27762071,21.78234196,48.29901423,19.60410777,20.69322486,28.96057616,4,0.72115815,0,0,0,1,0,0,0,0,191.6168857,0
2587,1305,58966.03881,0.17,261538.8,-572474.4,1103.058374,7692.263064,187.1349388,0,5.445585491,0,160.9961284,0,1.089117098,19.60410777,2,0.411887101,0,1,0,0,0,0,187.1349388,0,0,0
2588,0,64678,0.12,266108.9,-572249.9,24501.46583,0,2869.968894,0,249.4078155,135.0505202,205.9884724,3.267351294,150.2981595,2125.956576,5,0.342249294,0,0,0,0,1,0,0,0,0,2869.968894
2589,671,79351.72956,0.13,268362.4,-572057.3,4152.101882,5362.873667,519.5088558,0,155.743745,0,46.83203522,0,226.5363564,90.39671915,4,0.35372233,0,0,0,1,0,0,0,0,519.5088558,0
2590,0,64678,0.08,266595.4,-572271.5,23561.48097,0,1997.17746,0,625.1532143,155.743745,313.4024265,15.24763937,68.61437718,819.0160577,5,0.291143458,0,0,0,0,1,0,0,0,0,1997.17746
2591,0,64678,0.03,267532,-572035.7,27064.43729,0,874.3900619,0,264.6554548,269.0119232,69.53252647,0,42.47556683,228.7145906,3,0.179743463,0,0,1,0,0,0,0,874.3900619,0,0
2592,0,64678,0.07,267104.3,-572189.8,48015.23709,0,3205.27162,0,27.22792745,110.0008269,37.02998134,952.9774608,50.09938651,2027.936037,5,0.258370473,0,0,0,0,1,0,0,0,0,3205.27162
2593,2977,81319.32211,0.29,271978,-572215.1,200.0417383,10125.84134,58.8123233,0,15.24763937,0,37.02998134,2.178234196,0,4.356468392,2,0.542217909,0,1,0,0,0,0,58.8123233,0,0,0
2594,23,64678,0.09,269012.8,-572096.5,21774.05058,245.9330136,2036.339717,0,38.11909844,7.623819687,5.44558549,217.8234196,0,1767.327794,5,0.30581269,0,0,0,0,1,0,0,0,0,2036.339717
2595,1285,81819.77612,0.31,273027.7,-572255.3,101.592564,4210.525112,31.0047895,0,2.178234196,0,20.11361852,0,3.267351294,5.44558549,2,0.552437858,0,1,0,0,0,0,31.0047895,0,0,0
2596,543,81192.56757,2.15,293340.7,-572092.4,12.16824954,252.7796563,26.13881035,0,6.534702588,0,2.178234196,17.42587357,0,0,2,1.465645218,0,1,0,0,0,0,26.13881035,0,0,0
2597,1038,57539.18919,0.24,263196.4,-572598,441.5278553,4279.694205,107.0884722,0,3.267351295,0,95.10818411,0,2.178234196,6.534702588,2,0.492484206,0,1,0,0,0,0,107.0884722,0,0,0
2598,881,50844.49367,0.08,255271.2,-572870.4,767.9293913,11193.35629,60.44172778,0,1.089117098,0,49.5505568,0,5.44558549,4.356468392,2,0.280548396,0,1,0,0,0,0,60.44172778,0,0,0
2599,544,64364.86486,0.11,285152.1,-571583.5,59.35409183,4941.101071,6.534702588,0,6.534702588,0,0,0,0,0,2,0.331808556,0,1,0,0,0,0,6.534702588,0,0,0
2600,144,77643.42105,6.57,314035.3,-572612.9,1.161265279,21.93417566,7.623819686,0,4.356468392,0,0,0,2.178234196,1.089117098,1,2.562244605,1,0,0,0,0,7.623819686,0,0,0,0
2601,657,68442.98246,0.14,286079,-571554.8,787.9863643,4659.028454,111.1190984,0,29.40616165,0,81.71293679,0,0,0,2,0.37552167,0,1,0,0,0,0,111.1190984,0,0,0
2602,585,48589.97748,0.62,301743.5,-571515.3,155.7896453,951.2027197,95.81232329,0,49.01026941,0,38.0891171,0,1.089117098,7.623819686,2,0.784226279,0,1,0,0,0,0,95.81232329,0,0,0
2603,214,51114.18269,0.68,302987,-571711.5,117.7406091,313.2115976,80.44558549,0,5.445585491,0,75,0,0,0,2,0.826585855,0,1,0,0,0,0,80.44558549,0,0,0
2604,343,55399.15966,0.05,281580.6,-571644.4,180.0583724,6300.722528,9.802053883,0,0,0,3.267351294,0,0,6.534702589,2,0.233319954,0,1,0,0,0,0,9.802053883,0,0,0
2605,22,69469.44444,6.27,317090.9,-572819.6,0,3.510328662,0,0,0,0,0,0,0,0,1,2.503441517,1,0,0,0,0,0,0,0,0,0
2606,139,31504.16667,0.8,297903,-571665.5,13.69271458,174.7550681,10.89117098,0,9.802053883,0,0,0,0,1.089117098,1,0.891851424,1,0,0,0,0,10.89117098,0,0,0,0
2607,35,50863.33333,0.23,303485.8,-571079.5,0,151.053006,0,0,0,0,0,0,0,0,1,0.481359266,1,0,0,0,0,0,0,0,0,0
2608,281,58282.61905,0.09,255230.2,-573175.5,259.7375215,3046.097183,23.96057616,0,0,0,13.06940518,0,0,10.89117098,2,0.303725519,0,1,0,0,0,0,23.96057616,0,0,0
2609,0,64678,0.06,267458.7,-572290.7,16611.55277,0,990.4553996,0,99.10965592,320.2004268,98.46849632,5.44558549,33.76263004,433.468605,3,0.244181269,0,0,1,0,0,0,0,990.4553996,0,0
2610,879,74161.02088,0.11,268369.8,-572316,28696.63658,7712.407433,3270.618646,0,34.85174714,3.267351294,17.42587357,0,46.83203522,3168.241638,5,0.337597681,0,0,0,0,1,0,0,0,0,3270.618646
2611,880,42592.63754,0.11,287777.3,-571628.8,1076.036103,8202.175809,115.4464124,0,98.02053883,3.267351294,11.98028808,0,0,2.178234196,2,0.327549393,0,1,0,0,0,0,115.4464124,0,0,0
2612,885,83962.15986,0.82,296544.3,-571896.9,13.63673005,1085.770897,11.11514973,0,0,4.356468392,3.49133004,1.089117098,0,2.178234196,2,0.902822839,0,1,0,0,0,0,11.11514973,0,0,0
2613,270,51850,0.04,281390.3,-571812.1,84.28279041,6964.770961,3.267351294,0,3.267351294,0,0,0,0,0,2,0.196892178,0,1,0,0,0,0,3.267351294,0,0,0
2614,2630,88862.14482,1.07,273800.9,-573205.1,72.77876417,2461.04123,77.77527146,0,6.534702589,0,21.14118236,0,5.44558549,44.65380103,2,1.033756919,0,1,0,0,0,0,77.77527146,0,0,0
2615,1181,56670.04175,0.33,256710.1,-573163.5,427.6776486,3560.965743,141.8399781,0,2.178234196,0,123.3249874,0,7.623819686,8.712936784,2,0.575892007,0,1,0,0,0,0,141.8399781,0,0,0
2616,0,64678,0.19,283349.4,-572190.8,5567.12784,0,1082.582395,0,777.629608,10.89117098,98.02053882,13.06940518,120.8919979,62.07967459,4,0.440975928,0,0,0,1,0,0,0,0,1082.582395,0
2617,426,62469.69697,0.13,289016.1,-571786.5,65.46804504,3200.916967,8.712936784,0,0,0,4.356468392,0,0,4.356468392,2,0.364810723,0,1,0,0,0,0,8.712936784,0,0,0
2618,0,64678,0.05,266943.5,-572439.2,23536.3988,0,1167.645571,0,51.18850362,188.417258,239.6980915,1.089117098,214.5560683,472.6965325,5,0.222733484,0,0,0,0,1,0,0,0,0,1167.645571
2619,145,68088.11475,0.58,295209.1,-572245.3,1.877012703,249.8967673,1.089117098,0,0,0,0,0,0,1.089117098,1,0.761734599,1,0,0,0,0,1.089117098,0,0,0,0
2620,0,64678,0.24,282491.9,-572197.6,6472.52747,0,1585.754495,0,874.5610298,3.267351294,210.1995999,93.66407044,92.57495335,311.48749,4,0.494972447,0,0,0,1,0,0,0,0,1585.754495,0
2621,2599,50337.22555,0.14,265192.9,-572737.8,1153.271951,18819.53968,159.2681782,0,0,0,35.94086424,0,0,123.327314,2,0.371619626,0,1,0,0,0,0,159.2681782,0,0,0
2622,455,51430.71066,0.09,259096.6,-572978.7,292.0268427,4879.997335,27.22792746,0,0,0,23.96057616,0,0,3.267351294,2,0.305348581,0,1,0,0,0,0,27.22792746,0,0,0
2623,850,60146.37574,0.28,257262.5,-573444.9,70.76452088,3033.567698,19.82808651,0,0,2.178234196,6.758681334,0,1.089117098,9.802053882,2,0.529337446,0,1,0,0,0,0,19.82808651,0,0,0
2624,757,70204.69858,0.12,286492.3,-572045.9,89.57041382,6225.666954,10.89117098,0,6.534702589,0,2.178234196,0,0,2.178234196,2,0.348702449,0,1,0,0,0,0,10.89117098,0,0,0
2625,2,22500,0.05,260139.8,-572927.6,48165.0446,38.25719458,2517.960092,0,30.49527874,422.5774341,145.8630532,1.089117098,56.6340891,1861.30112,5,0.228643278,0,0,0,0,1,0,0,0,0,2517.960092
2626,0,64678,0.04,267840.6,-572535,52754.87262,0,2272.631756,0,1.089117099,0,103.1104967,2001.797226,11.98028808,154.6546279,5,0.207555022,0,0,0,0,1,0,0,0,0,2272.631756
2627,1326,93125,0.14,264415.3,-572772.5,10161.39879,9789.785025,1376.334083,0,0,911.5910111,298.6728403,0,0,166.0702321,3,0.368031663,0,0,1,0,0,0,0,1376.334083,0,0
2628,0,64678,0.13,266363.3,-572714.8,7107.385791,0,893.7976322,0,7.623819687,103.4661243,297.6760531,32.67351294,40.29733263,412.0607896,5,0.354621167,0,0,0,0,1,0,0,0,0,893.7976322
2629,468,58634.88024,0.06,263581.9,-572676.7,205.331098,8021.088743,11.98028808,0,4.356468392,0,1.089117098,0,0,6.534702589,2,0.241549568,0,1,0,0,0,0,11.98028808,0,0,0
2630,373,42333.57558,0.09,255619.5,-573114,368.2105495,4067.886145,33.76263004,0,20.69322487,0,10.89117098,0,0,2.178234196,2,0.302809866,0,1,0,0,0,0,33.76263004,0,0,0
2631,1125,79146.42857,0.27,281892.5,-572494.8,197.8722145,4179.153739,53.26586559,0,0,0,32.57264073,0,0,20.69322486,2,0.518838371,0,1,0,0,0,0,53.26586559,0,0,0
2632,304,61906.77966,0.09,281732.1,-571957.7,157.4572068,3328.140968,14.38250102,0,9.802053883,0,3.49133004,0,0,1.089117098,2,0.302228862,0,1,0,0,0,0,14.38250102,0,0,0
2633,674,77762.71739,0.13,261988.9,-573059.7,33.42094336,5170.636807,4.356468393,0,3.267351295,0,1.089117098,0,0,0,2,0.361042171,0,1,0,0,0,0,4.356468393,0,0,0
2634,1019,52514.25971,0.29,263011.8,-573213.1,133.0589036,3458.127867,39.20821553,0,3.267351295,1.089117098,2.178234196,0,0,32.67351294,2,0.542833408,0,1,0,0,0,0,39.20821553,0,0,0
2635,756,74170.58824,0.76,300325.2,-571736.9,24.42522573,997.3254097,18.51499067,0,15.24763937,0,2.178234196,0,0,1.089117098,2,0.870647697,0,1,0,0,0,0,18.51499067,0,0,0
2636,819,70280.16467,0.15,261607.5,-573392.6,37.34483801,5616.553515,5.445585491,0,1.089117099,0,2.178234196,0,0,2.178234196,2,0.38186249,0,1,0,0,0,0,5.445585491,0,0,0
2637,0,64678,0.05,267408.1,-572527,10778.18639,0,515.1523874,0,0,473.7659377,4.356468392,0,11.98028808,25.04969326,3,0.218622579,0,0,1,0,0,0,0,515.1523874,0,0
2638,2,22500,0.11,260708.7,-573926.7,4452.731364,17.97092855,495.5482796,0,38.11909844,89.30760205,115.4464124,178.6152041,26.13881035,47.92115232,4,0.33360284,0,0,0,1,0,0,0,0,495.5482796,0
2639,19,64678,0.16,268247,-572761.5,21167.98665,117.6544364,3418.415477,0,1602.091251,4.356468392,569.2851483,0,66.43614298,1176.246466,5,0.401858026,0,0,0,0,1,0,0,0,0,3418.415477
2640,765,87571.02273,0.37,274528.1,-573696.2,452.5854967,2050.953404,168.8131502,0,133.9614031,0,3.267351294,0,14.15852228,17.42587357,2,0.610735016,0,1,0,0,0,0,168.8131502,0,0,0
2641,910,62163.01546,0.17,261065.3,-573095.1,304.8045254,5502.742304,50.40616165,0,0,5.44558549,25.35646839,0,1.089117098,18.51499067,2,0.406659674,0,1,0,0,0,0,50.40616165,0,0,0
2642,0,64678,0.03,264039.4,-572996.6,21204.77204,0,727.8653718,0,0,84.95113365,433.8037553,0,2.178234196,206.9322486,5,0.185271546,0,0,0,0,1,0,0,0,0,727.8653718
2643,1234,63718.3908,0.16,285510.2,-572058.9,134.792964,7636.209085,21.78234196,0,9.802053883,0,3.267351294,0,0,8.712936784,2,0.40199317,0,1,0,0,0,0,21.78234196,0,0,0
2644,282,62879.32692,0.16,259500,-573162.1,112.8767945,1713.518735,18.57654393,0,0,0,15.30919264,0,0,3.267351294,2,0.405676757,0,1,0,0,0,0,18.57654393,0,0,0
2645,1,52500,0.08,284604.8,-572260.8,7429.519929,12.03917175,617.1122137,0,188.417258,94.75318754,198.8912481,0,35.94086424,99.10965593,4,0.288205122,0,0,0,1,0,0,0,0,617.1122137,0
2646,0,64678,0.11,268957.6,-572777.5,23973.86641,0,2744.575087,0,504.2612164,2.178234196,210.1995999,0,8.712936785,2019.2231,5,0.338351821,0,0,0,0,1,0,0,0,0,2744.575087
2647,0,64678,0.09,266997,-572866.9,10098.73962,0,910.308692,0,222.179888,449.8053616,150.1049574,32.67351294,8.712936785,46.83203522,3,0.300234612,0,0,1,0,0,0,0,910.308692,0,0
2648,0,64678,0.03,266647.3,-573005.5,13971.68778,0,437.337797,0,4.356468392,251.5860497,178.1279276,0,0,3.267351294,3,0.176922909,0,0,1,0,0,0,0,437.337797,0,0
2649,0,64678,0.12,284247,-572233.1,44.97830983,0,5.44558549,0,0,0,0,5.44558549,0,0,1,0.347953111,1,0,0,0,0,5.44558549,0,0,0,0
2650,5173,63585.05477,0.67,271052.8,-573165.2,163.2761586,7764.381177,108.782342,0,0,0,104.4258736,0,0,4.356468392,2,0.81623989,0,1,0,0,0,0,108.782342,0,0,0
2651,1196,59718.32994,0.46,271994.1,-573180.7,1677.5515,2615.849137,766.9982057,0,30.49527875,127.4267005,455.2536337,0,1.089117098,152.7334756,5,0.676175208,0,0,0,0,1,0,0,0,0,766.9982057
2652,694,77489.0785,0.12,263585.7,-573080,328.4213922,5663.051293,40.24763937,0,13.06940518,0,26.0891171,0,0,1.089117098,2,0.350069672,0,1,0,0,0,0,40.24763937,0,0,0
2653,623,68446.80851,0.07,287272.9,-572001.8,117.7231342,8417.542144,8.712936784,0,0,0,4.356468392,0,1.089117098,3.267351294,2,0.272051656,0,1,0,0,0,0,8.712936784,0,0,0
2654,1874,52354.09628,0.17,287948.8,-572024.5,607.9171639,11171.66147,101.9755896,0,8.712936785,4.356468392,80.19324762,0,2.178234196,6.534702588,2,0.409567898,0,1,0,0,0,0,101.9755896,0,0,0
2655,0,64678,0.17,269664.2,-572870,12649.83358,0,2198.602934,0,205.8431315,3.267351294,32.67351294,0,64.25790878,1892.56103,5,0.416899136,0,0,0,0,1,0,0,0,0,2198.602934
2656,618,45093.85776,0.1,255951,-573550.1,446.9686022,6459.763751,42.76109883,0,0,0,20.97875687,0,0,21.78234196,2,0.309304273,0,1,0,0,0,0,42.76109883,0,0,0
2657,92,45329.08163,0.73,290343.7,-572750.9,54.45587785,125.8461113,39.81005618,0,3.267351294,0,36.54270489,0,0,0,1,0.855015551,1,0,0,0,0,39.81005618,0,0,0,0
2658,3,7500,0.23,270202.7,-573385,14412.19678,13.18480399,3279.274411,0,283.1704455,59.9014404,1190.69567,4.356468392,149.2090424,1591.941345,5,0.477005941,0,0,0,0,1,0,0,0,0,3279.274411
2659,952,52815.3125,0.15,265672.5,-573236.9,452.6516503,6236.86447,69.09311131,0,0,0,66.91487711,0,1.089117098,1.089117098,2,0.390692722,0,1,0,0,0,0,69.09311131,0,0,0
2660,620,46824.12281,0.09,286195.6,-572778.6,472.6355169,7119.643861,41.15852228,0,1.089117099,0,40.06940518,0,0,0,2,0.295098301,0,1,0,0,0,0,41.15852228,0,0,0
2661,0,64678,0.08,266997.1,-573084.2,13776.58199,0,1152.316666,0,248.3186983,306.0419046,238.5474211,11.98028808,216.7343025,130.6940518,4,0.289211249,0,0,0,1,0,0,0,0,1152.316666,0
2662,696,57660.84475,0.1,289040.6,-572218.7,695.885257,6735.075328,71.9125051,0,0,0,14.18929891,0,54.4558549,3.267351294,2,0.321464775,0,1,0,0,0,0,71.9125051,0,0,0
2663,1058,75998.74784,0.15,260705.1,-573293.4,2263.867903,7080.061265,338.2982367,0,17.42587357,78.41643106,26.81074659,0,41.38644973,174.2587357,2,0.386566599,0,1,0,0,0,0,338.2982367,0,0,0
2664,1,7500,0.9,268158.7,-573732.4,593.7846028,1.10748243,536.1571314,0,1.089117099,0,259.0166673,80.59466526,5.44558549,190.0110963,5,0.950236214,0,0,0,0,1,0,0,0,0,536.1571314
2665,803,79235.13986,0.39,281349.9,-573117.2,88.66224091,2042.818088,34.85174714,0,30.49527875,0,2.178234196,0,0,2.178234196,2,0.626964463,0,1,0,0,0,0,34.85174714,0,0,0
2666,652,70070.03425,0.1,265068.5,-573192.6,2701.365942,6221.714417,283.087663,0,0,50.09938651,217.7406371,0,1.089117098,14.15852228,2,0.323719426,0,1,0,0,0,0,283.087663,0,0,0
2667,0,64678,0.14,269289.5,-573216.3,29930.17559,0,4251.050385,0,2528.929902,2.178234196,268.5947424,0,272.2792745,1179.068232,5,0.376871672,0,0,0,0,1,0,0,0,0,4251.050385
2668,1427,76606.36201,0.08,285366.8,-572332.4,1210.420871,18880.19669,91.48583624,0,0,15.24763937,54.4558549,0,0,21.78234196,2,0.274921516,0,1,0,0,0,0,91.48583624,0,0,0
2669,107,56693.125,0.06,264521,-573120.5,11007.59064,1884.620096,624.9600122,0,10.89117098,320.2004268,135.9464352,0,30.49527875,127.4267005,3,0.238275824,0,0,1,0,0,0,0,624.9600122,0,0
2670,496,38280.98592,0.14,286356.3,-572326.6,210.0403494,3642.329672,28.60257656,0,13.06940518,0,14.44405428,0,0,1.089117098,2,0.369021111,0,1,0,0,0,0,28.60257656,0,0,0
2671,316,81218.40278,0.05,266361.3,-573115,291.8812172,6049.097988,15.24763937,0,0,0,6.534702588,0,0,8.712936785,2,0.22855895,0,1,0,0,0,0,15.24763937,0,0,0
2672,65,56388.88889,40.6,320382.2,-578530.2,2.010053743,1.601065153,81.60410777,0,2.178234196,0,62,17.42587357,0,0,1,6.371653874,1,0,0,0,0,81.60410777,0,0,0,0
2673,336,46060.60606,0.09,285679.4,-572937,2766.208654,3559.589403,261.1104829,0,200.3975461,0,58.53470259,0,0,2.178234196,4,0.307234291,0,0,0,1,0,0,0,0,261.1104829,0
2674,883,56465.61372,0.26,259716.2,-573636.1,1032.34146,3462.053666,263.2996473,0,6.534702589,0,252.4084764,0,1.089117098,3.267351294,2,0.505025671,0,1,0,0,0,0,263.2996473,0,0,0
2675,0,64678,0.22,280704.6,-572942.1,9714.702831,0,2165.951134,0,0,0,2165.951134,0,0,0,5,0.472182152,0,0,0,0,1,0,0,0,0,2165.951134
2676,278,42975,0.04,289377,-572241.1,79.09789191,6729.981555,3.267351295,0,1.089117099,0,2.178234196,0,0,0,2,0.203242936,0,1,0,0,0,0,3.267351295,0,0,0
2677,1280,66387.27455,0.15,264146.4,-573327.3,384.1077857,8359.777987,58.8123233,0,3.267351297,2.178234196,52.27762071,0,0,1.089117098,2,0.391297986,0,1,0,0,0,0,58.8123233,0,0,0
2678,355,82402.91262,0.07,287037.5,-572489.8,1556.81061,5414.36264,102.0743906,0,0,0,90.09410248,0,0,11.98028808,2,0.256059272,0,1,0,0,0,0,102.0743906,0,0,0
2679,1235,82743.30835,0.26,288142.3,-572444.1,256.7449951,4800.625634,66.04973875,0,21.78234196,5.44558549,17.03946934,0,11.98028808,9.802053883,2,0.507206206,0,1,0,0,0,0,66.04973875,0,0,0
2680,659,80378.76106,0.21,282195.8,-572968.9,109.9060158,3068.342397,23.60494856,0,0,0,21.42671436,0,0,2.178234196,2,0.463437099,0,1,0,0,0,0,23.60494856,0,0,0
2681,1974,65051.33758,0.27,280236,-573381.2,322.2402167,7336.510366,86.70364466,0,6.534702588,0,60.56483431,0,0,19.60410777,2,0.518714999,0,1,0,0,0,0,86.70364466,0,0,0
2682,594,63814.98016,0.26,259197.8,-574115,120.5560618,2251.303363,31.80837459,0,0,0,19.82808651,0,0,11.98028808,2,0.51366055,0,1,0,0,0,0,31.80837459,0,0,0
